0.046667,0.168629,-9.229815
0.070000,0.251126,-9.229815
0.093333,0.331530,-9.229815
0.116667,0.409246,-9.229815
0.140000,0.483739,-9.229815
0.163333,0.554537,-9.229815
0.186667,0.621228,-9.229815
0.210000,0.683463,-9.229815
0.233333,0.740956,-9.229815
0.256667,0.793483,-9.229815
0.280000,0.840877,-9.229815
0.303333,0.883029,-9.229815
0.326667,0.919885,-9.229815
0.350000,0.951438,-9.229815
0.373333,0.977730,-9.229815
0.396667,0.998846,-9.229815
0.420000,1.014908,-9.229815
0.443333,1.026074,-9.229815
0.466667,1.032531,-9.229815
0.490000,1.034491,-9.229815
0.513333,1.032190,-9.229815
0.536667,1.032190,-9.229815
0.560000,1.034272,-9.229815
0.583333,1.032337,-9.229815
0.606667,1.026634,-9.229815
0.630000,1.017427,-9.229815
0.653333,1.004984,-9.229815
0.676667,0.989584,-9.229815
0.700000,0.971503,-9.229815
0.723333,0.951018,-9.229815
0.746667,0.928405,-9.229815
0.770000,0.903932,-9.229815
0.793333,0.877860,-9.229815
0.816667,0.850443,-9.229815
0.840000,0.821922,-9.229815
0.863333,0.792528,-9.229815
0.886667,0.762478,-9.229815
0.910000,0.731977,-9.229815
0.933333,0.701215,-9.229815
0.956667,0.670367,-9.229815
0.980000,0.639595,-9.229815
1.003333,0.609047,-9.229815
1.026667,0.578855,-9.229815
1.050000,0.549137,-9.229815
1.073333,0.519998,-9.229815
1.096667,0.491530,-9.229815
1.120000,0.463812,-9.229815
1.143333,0.436911,-9.229815
1.166667,0.410882,-9.229815
1.190000,0.385770,-9.229815
1.213333,0.361609,-9.229815
1.236667,0.338426,-9.229815
1.260000,0.316237,-9.229815
1.283333,0.295052,-9.229815
1.306667,0.274872,-9.229815
1.330000,0.255694,-9.229815
1.353333,0.237508,-9.229815
1.376667,0.220299,-9.229815
1.400000,0.204049,-9.229815
1.423333,0.188734,-9.229815
1.446667,0.174329,-9.229815
1.470000,0.160806,-9.229815
1.493333,0.148134,-9.229815
1.516667,0.136281,-9.229815
1.540000,0.125213,-9.229815
1.563333,0.114897,-9.229815
1.586667,0.105296,-9.229815
1.610000,0.096378,-9.229815
1.633333,0.088105,-9.229815
1.656667,0.080444,-9.229815
1.680000,0.073360,-9.229815
1.703333,0.066820,-9.229815
1.726667,0.060791,-9.229815
1.750000,0.055241,-9.229815
1.773333,0.050140,-9.229815
1.796667,0.045457,-9.229815
1.820000,0.041166,-9.229815
1.843333,0.037237,-9.229815
1.866667,0.033646,-9.229815
1.890000,0.030368,-9.229815
1.913333,0.027379,-9.229815
1.936667,0.024658,-9.229815
1.960000,0.022183,-9.229815
1.983333,0.019936,-9.229815
2.006667,0.017897,-9.229815
2.030000,0.016050,-9.229815
2.053333,0.014379,-9.229815
2.076667,0.012868,-9.229815
2.100000,0.011505,-9.229815
2.123333,0.010276,-9.229815
2.146667,0.009168,-9.229815
2.170000,0.008172,-9.229815
2.193333,0.007277,-9.229815
2.216667,0.006474,-9.229815
2.240000,0.005754,-9.229815
2.263333,0.005109,-9.229815
2.286667,0.004532,-9.229815
2.310000,0.004016,-9.229815
2.333333,0.003556,-9.229815
2.356667,0.003145,-9.229815
2.380000,0.002779,-9.229815
2.403333,0.002454,-9.229815
2.426667,0.002165,-9.229815
2.450000,0.001908,-9.229815
2.473333,0.001680,-9.229815
2.496667,0.001478,-9.229815
2.520000,0.001299,-9.229815
2.543333,0.001141,-9.229815
2.566667,0.001001,-9.229815
2.590000,0.000877,-9.229815
2.613333,0.000768,-9.229815
2.636667,0.000672,-9.229815
2.660000,0.000588,-9.229815
