5.000000,-6.626692,-10.688859
5.150747,20.169510,-9.873125
5.301684,20.343897,-9.742682
5.452855,20.523107,-9.608598
5.604309,20.707082,-9.470799
5.756089,20.895768,-9.329206
5.908240,21.089108,-9.183741
6.060806,21.287043,-9.034320
6.213827,21.489517,-8.880857
6.367345,21.696469,-8.723264
6.521400,21.907841,-8.561451
6.676032,22.123571,-8.395323
6.831277,22.343597,-8.224785
6.987173,22.567853,-8.049738
7.143757,22.796276,-7.870081
7.301062,23.028796,-7.685711
7.459123,23.265346,-7.496521
7.617974,23.505853,-7.302402
7.777644,23.750242,-7.103244
7.938167,23.998439,-6.898934
8.099570,24.250364,-6.689356
8.261883,24.505936,-6.474393
8.425134,24.765068,-6.253924
8.589348,25.027675,-6.027828
8.754551,25.293664,-5.795981
8.920766,25.562940,-5.558257
9.088018,25.835405,-5.314528
9.256327,26.110957,-5.064664
9.425714,26.389489,-4.808534
9.596198,26.670891,-4.546006
9.767796,26.955046,-4.276944
9.940526,27.241835,-4.001214
10.114402,27.531132,-3.718678
10.289438,27.822808,-3.429199
10.465646,28.116728,-3.132637
10.643037,28.412749,-2.828853
10.821621,28.710727,-2.517706
11.001405,29.010507,-2.199056
11.182394,29.311931,-1.872763
11.364594,29.614834,-1.538684
11.548007,29.919045,-1.196680
11.732634,30.224384,-0.846610
11.918474,30.530666,-0.488334
12.105525,30.837700,-0.121714
12.293781,31.145285,0.253387
12.483237,31.453213,0.637106
12.673883,31.761269,1.029576
12.865710,32.069231,1.430930
13.058703,32.376867,1.841296
13.252849,32.683938,2.260801
13.448130,32.990197,2.689569
13.644526,33.295388,3.127719
13.842015,33.599245,3.575367
14.040573,33.901495,4.032624
14.240174,34.201857,4.499596
14.440787,34.500039,4.976384
14.642381,34.795741,5.463084
14.844921,35.088653,5.959784
15.048368,35.378459,6.466567
15.252684,35.664830,6.983506
15.457825,35.947431,7.510669
15.663744,36.225916,8.048113
15.870392,36.499932,8.595889
16.077717,36.769116,9.154035
16.285664,37.033096,9.722582
16.494174,37.291492,10.301546
16.703186,37.543916,10.890937
16.912634,37.789972,11.490748
17.122449,38.029256,12.100963
17.332561,38.261356,12.721549
17.542894,38.485853,13.352463
17.753369,38.702321,13.993644
17.963905,38.910329,14.645017
18.174415,39.109439,15.306492
18.384810,39.299208,15.977962
18.594998,39.479188,16.659301
18.804883,39.648926,17.350368
19.014364,39.807968,18.051001
19.223338,39.955854,18.761021
19.431698,40.092124,19.480228
19.639334,40.216317,20.208404
19.846131,40.327970,20.945307
20.051972,40.426622,21.690678
20.256736,40.511813,22.444233
20.460298,40.583085,23.205668
20.662530,40.639986,23.974656
20.863302,40.682064,24.750849
21.062479,40.708877,25.533874
21.259923,40.719989,26.323337
21.455495,40.714972,27.118819
21.649051,40.693407,27.919879
21.840445,40.654886,28.726053
22.029528,40.599014,29.536853
22.216150,40.525409,30.351770
22.400156,40.433703,31.170271
22.581391,40.323547,31.991801
22.759697,40.194608,32.815782
22.934916,40.046570,33.641618
23.106886,39.879143,34.468688
23.275445,39.692053,35.296355
23.440430,39.485054,36.123959
23.601676,39.257923,36.950827
23.759019,39.010462,37.776263
23.912293,38.742503,38.599558
24.061334,38.453905,39.419989
24.205977,38.144558,40.236818
24.346057,37.814381,41.049294
24.481411,37.463329,41.856658
24.611876,37.091387,42.658140
24.737292,36.698576,43.452964
24.857500,36.284950,44.240347
24.972343,35.850603,45.019504
25.081666,35.395660,45.789648
25.185319,34.920287,46.549991
25.283152,34.424687,47.299750
25.375021,33.909099,48.038143
25.460785,33.373802,48.764398
25.540307,32.819111,49.477750
25.613455,32.245379,50.177446
25.680102,31.652999,50.862744
25.740125,31.042398,51.532921
25.793409,30.414042,52.187270
25.839842,29.768431,52.825102
25.879320,29.106101,53.445754
25.911745,28.427623,54.048583
25.937025,27.733598,54.632975
25.955076,27.024662,55.198342
